"Order","PID","MS SubClass","MS Zoning","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Heating","Heating QC","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","Kitchen Qual","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Pool QC","Fence","Misc Feature","Misc Val","Mo Sold","Yr Sold","Sale Type","Sale Condition","SalePrice","__index_level_0__"
2735,905426100,20,"RL",78,7800,"Pave",\N,"Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","2Story",5,8,1948,2002,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","Gd","CBlock","TA","Gd","No","GLQ",603,"Unf",0,293,896,"GasA","Ex","Y","SBrkr",1112,896,0,2008,1,0,3,0,3,1,"Ex",8,"Typ",0,\N,"Attchd",1948,"Unf",1,230,"TA","TA","Y",103,0,0,0,0,0,\N,\N,\N,0,8,2006,"WD ","Normal",225000,2734
842,907135170,20,"RL",60,8072,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","Gd","PConc","Gd","Gd","No","ALQ",746,"Unf",0,244,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",2000,"Unf",2,480,"TA","TA","Y",0,64,0,0,0,0,\N,\N,\N,0,5,2009,"WD ","Normal",138000,841
2794,907255050,20,"RL",\N,14781,"Pave",\N,"IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1753,1753,"GasA","Ex","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2001,"RFn",3,748,"TA","TA","Y",198,150,0,0,0,0,\N,\N,\N,0,8,2006,"WD ","Normal",275000,2793
944,911104060,30,"C (all)",60,10200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1925,1950,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA","Fa","N","FuseP",572,0,0,572,0,0,1,0,2,1,"TA",4,"Typ",0,\N,"Detchd",1940,"Unf",1,200,"TA","TA","N",0,0,72,0,0,0,\N,\N,\N,0,5,2009,"WD ","Normal",75000,943
1448,907202160,80,"RL",\N,10970,"Pave",\N,"IR1","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard",\N,0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1981,"Unf",2,576,"TA","Fa","Y",0,0,34,0,0,0,\N,"MnPrv",\N,0,10,2008,"WD ","Normal",147000,1447
428,528108040,60,"RL",95,12350,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Ex","TA","No","GLQ",986,"Unf",0,379,1365,"GasA","Ex","Y","SBrkr",1365,1325,0,2690,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"RFn",3,864,"TA","TA","Y",0,197,0,0,0,0,\N,\N,\N,0,7,2009,"New","Partial",398800,427
2347,527328010,85,"RL",\N,10464,"Pave",\N,"IR1","Lvl","AllPub","FR3","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",6,6,1980,1980,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","Av","GLQ",850,"Unf",0,138,988,"GasA","TA","Y","SBrkr",1102,0,0,1102,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1980,"RFn",2,582,"TA","TA","Y",140,22,0,0,0,0,\N,\N,\N,0,6,2006,"WD ","Normal",169000,2346
476,528235090,60,"RL",\N,8068,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1010,1010,"GasA","Ex","Y","SBrkr",1010,1257,0,2267,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",2002,"RFn",2,390,"TA","TA","Y",120,46,0,0,0,0,\N,\N,\N,0,12,2009,"ConLI","Normal",200000,475
158,535353190,50,"RL",78,17503,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1948,"Unf",1,330,"TA","TA","Y",192,0,0,0,0,0,\N,\N,\N,0,1,2010,"WD ","Abnorml",97500,157
1554,910251050,20,"A (agr)",80,14584,"Pave",\N,"Reg","Low","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",1,5,1952,1952,"Gable","CompShg","AsbShng","VinylSd",\N,0,"Fa","Po","Slab",\N,\N,\N,\N,0,\N,0,0,0,"Wall","Po","N","FuseA",733,0,0,733,0,0,1,0,2,1,"Fa",4,"Sal",0,\N,"Attchd",1952,"Unf",2,487,"Fa","Po","N",0,0,0,0,0,0,\N,\N,\N,0,2,2008,"WD ","Abnorml",13100,1553
2766,906475050,80,"RL",\N,21453,"Pave",\N,"IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Metal","Plywood","Plywood",\N,0,"TA","TA","CBlock","TA","TA","Gd","ALQ",938,"Unf",0,0,938,"GasA","Ex","Y","SBrkr",988,0,0,988,1,0,1,0,1,1,"TA",4,"Typ",2,"TA","Attchd",1969,"Unf",2,540,"TA","TA","Y",0,130,0,130,0,0,\N,\N,\N,0,10,2006,"WD ","Normal",180000,2765
1337,903227080,50,"RM",50,6000,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","CompShg","WdShing","Wd Shng",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,862,862,"GasA","TA","Y","SBrkr",950,208,0,1158,0,0,1,0,3,1,"TA",5,"Typ",1,"Gd","BuiltIn",1929,"RFn",1,208,"TA","TA","Y",0,0,112,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",120000,1336
851,907194160,20,"RL",65,10739,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Gd","TA","PConc","Gd","TA","No","GLQ",1259,"Unf",0,172,1431,"GasA","Ex","Y","SBrkr",1444,0,0,1444,1,0,2,0,3,1,"Gd",6,"Typ",0,\N,"Attchd",2002,"RFn",2,577,"TA","TA","Y",144,40,0,0,0,0,\N,\N,\N,0,4,2009,"WD ","Normal",203000,850
1867,534127260,20,"RL",130,11700,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",196,"TA","TA","PConc","Gd","TA","No","ALQ",910,"Unf",0,385,1295,"GasA","Fa","Y","SBrkr",1295,0,0,1295,1,0,1,1,3,1,"TA",6,"Typ",0,\N,"Attchd",1968,"Fin",2,528,"TA","TA","Y",0,194,0,0,200,0,\N,\N,\N,0,4,2007,"WD ","Normal",164000,1866
1901,534431020,45,"RL",85,12172,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Unf",5,7,1940,1996,"Gable","CompShg","Wd Sdng","HdBoard",\N,0,"TA","TA","PConc","TA","TA","No","LwQ",130,"Rec",259,433,822,"GasA","TA","Y","SBrkr",908,0,0,908,0,0,1,0,2,1,"TA",4,"Typ",0,\N,"Attchd",1975,"Unf",2,512,"TA","TA","Y",284,24,0,0,192,0,\N,"MnPrv",\N,0,10,2007,"WD ","Normal",138500,1900
2725,905201090,20,"RL",\N,14175,"Pave",\N,"Reg","Bnk","AllPub","Corner","Mod","Sawyer","Norm","Norm","1Fam","1Story",5,6,1956,1987,"Gable","CompShg","CemntBd","Wd Sdng",\N,0,"TA","TA","CBlock","TA","TA","No","Rec",988,"Unf",0,200,1188,"GasA","Gd","Y","SBrkr",1437,0,0,1437,1,0,1,1,3,1,"TA",6,"Min2",1,"TA","Detchd",1999,"Unf",2,576,"TA","TA","Y",304,0,0,0,0,0,\N,\N,\N,0,11,2006,"WD ","Normal",168000,2724
2015,903231180,50,"RM",52,6240,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1939,1952,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","Gd","BrkTil","TA","TA","No","Rec",48,"Unf",0,624,672,"GasA","Ex","Y","SBrkr",899,423,0,1322,1,0,1,0,4,1,"TA",7,"Typ",0,\N,"Detchd",1939,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,\N,"MnPrv",\N,0,7,2007,"WD ","Normal",132000,2014
287,909100110,70,"RL",66,6858,"Pave",\N,"Reg","Bnk","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,4,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,806,806,"GasA","TA","N","FuseF",841,806,0,1647,1,0,1,1,4,1,"Fa",6,"Typ",0,\N,"Detchd",1920,"Unf",1,216,"TA","TA","Y",0,66,136,0,0,0,\N,\N,\N,0,5,2010,"WD ","Normal",128000,286
1774,528366070,60,"RL",88,11762,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",309,"Gd","TA","PConc","Ex","TA","No","GLQ",335,"Unf",0,770,1105,"GasA","Ex","Y","SBrkr",1105,1097,0,2202,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"RFn",2,517,"TA","TA","Y",0,65,0,0,144,0,\N,\N,\N,0,9,2007,"WD ","Normal",263000,1773
1105,528363020,60,"RL",\N,11929,"Pave",\N,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",466,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1242,1242,"GasA","Ex","Y","SBrkr",1251,1250,0,2501,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1995,"RFn",3,751,"TA","TA","Y",192,87,0,0,0,0,\N,\N,\N,0,6,2008,"WD ","Normal",290000,1104
84,532351140,90,"RM",68,8930,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","Slab",\N,\N,\N,\N,0,\N,0,0,0,"GasA","TA","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"TA",8,"Typ",0,\N,"Attchd",1978,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,4,2010,"WD ","Normal",112000,83
1974,902100010,30,"RM",60,6978,"Pave",\N,"Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,7,1926,1980,"Gable","CompShg","MetalSd","MetalSd",\N,0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,850,850,"GasA","TA","Y","SBrkr",960,0,0,960,0,0,1,0,2,1,"TA",5,"Typ",0,\N,"Detchd",1981,"RFn",2,576,"TA","TA","Y",0,0,116,0,0,0,\N,\N,\N,0,4,2007,"WD ","Normal",103000,1973
1264,535426260,20,"RL",\N,10920,"Pave",\N,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","MetalSd","MetalSd","BrkFace",212,"TA","TA","CBlock","TA","TA","No","BLQ",733,"Unf",0,520,1253,"GasA","TA","Y","SBrkr",1253,0,0,1253,1,0,1,1,2,1,"TA",5,"Typ",1,"Fa","Attchd",1960,"RFn",1,352,"TA","TA","Y",0,213,176,0,0,0,\N,"GdWo",\N,0,5,2008,"WD ","Normal",157000,1263
381,527356040,20,"RL",82,11880,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,"TA","TA","CBlock","Gd","TA","No","ALQ",704,"Unf",0,567,1271,"GasA","TA","Y","SBrkr",1601,0,0,1601,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,478,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,4,2009,"COD","Abnorml",157000,380
1863,534104090,60,"FV",\N,7050,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"GasA","Ex","Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2001,"Fin",2,650,"TA","TA","Y",0,235,0,0,0,0,\N,\N,\N,0,5,2007,"WD ","Normal",226000,1862
2816,907420090,20,"RL",65,8767,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1286,1310,"GasA","Ex","Y","SBrkr",1310,0,0,1310,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,7,2006,"New","Partial",164990,2815
903,909101010,50,"RL",67,12354,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,684,684,"GasA","Gd","Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,"Gd",7,"Typ",0,\N,"Detchd",2005,"Unf",2,528,"TA","TA","Y",0,46,0,0,0,0,\N,"GdPrv","Shed",800,8,2009,"ConLI","Normal",110000,902
183,902207140,30,"RM",60,8520,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,"Typ",0,\N,"Detchd",2005,"Unf",2,484,"TA","TA","Y",106,0,0,0,0,0,\N,\N,\N,0,5,2010,"WD ","Normal",105900,182
2845,909103020,50,"RL",76,11388,"Pave",\N,"Reg","Low","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1.5Fin",4,7,1910,1993,"Gable","CompShg","VinylSd","Wd Sdng",\N,0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,616,616,"GasA","TA","N","SBrkr",1055,218,0,1273,0,0,1,0,3,1,"Gd",5,"Min2",0,\N,"Detchd",1910,"Unf",1,275,"TA","Fa","N",212,0,0,0,0,0,\N,\N,\N,0,9,2006,"WD ","Normal",121000,2844
1016,527276040,20,"RL",\N,47280,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Hip","CompShg","AsbShng","AsbShng","BrkFace",44,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1488,1488,"GasA","Gd","Y","SBrkr",1488,0,0,1488,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1950,"RFn",2,738,"TA","TA","Y",0,0,180,0,0,0,\N,\N,\N,0,7,2008,"WD ","Family",133000,1015
307,911204090,20,"C (all)",66,8712,"Grvl",\N,"Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng",\N,0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,540,540,"GasA","TA","N","FuseA",1044,0,0,1044,0,0,1,0,2,1,"Fa",4,"Typ",0,\N,"Basment",1952,"Unf",2,504,"TA","TA","N",0,0,0,0,0,0,\N,\N,"Shed",54,6,2010,"WD ","Alloca",55993,306
374,527326150,20,"RL",\N,16635,"Pave",\N,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",0,356,1602,"GasA","Gd","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,0,0,0,0,\N,\N,\N,0,6,2009,"WD ","Normal",215000,373
1364,903455140,30,"RM",60,7200,"Pave",\N,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,7,1925,1992,"Gable","CompShg","VinylSd","VinylSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1040,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,\N,"Detchd",1993,"Unf",2,320,"TA","TA","Y",0,132,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",127500,1363
2683,903234030,30,"RM",50,6000,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,6,1925,1980,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","Gd","BrkTil","TA","TA","No","BLQ",397,"Unf",0,706,1103,"GasA","Gd","Y","SBrkr",1103,0,0,1103,0,0,1,0,2,1,"Gd",5,"Typ",1,"Gd","Detchd",1976,"Unf",2,440,"TA","TA","Y",166,120,0,0,0,0,\N,"MnPrv",\N,0,7,2006,"WD ","Normal",110500,2682
2431,528231050,60,"RL",60,21930,"Pave",\N,"IR3","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,732,732,"GasA","Ex","Y","SBrkr",734,1104,0,1838,0,0,2,1,4,1,"TA",7,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,372,"TA","TA","Y",100,40,0,0,0,0,\N,\N,\N,0,7,2006,"WD ","Normal",192140,2430
2797,907270050,60,"RL",67,10566,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",261,"Gd","TA","PConc","Gd","TA","Av","GLQ",920,"Unf",0,170,1090,"GasA","Ex","Y","SBrkr",1090,1124,0,2214,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1999,"Fin",3,646,"TA","TA","Y",197,80,0,0,0,0,\N,\N,\N,0,7,2006,"WD ","Normal",268500,2796
1125,528478030,60,"FV",75,9375,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1053,1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2003,"RFn",2,648,"TA","TA","Y",140,45,0,0,0,0,\N,\N,\N,0,8,2008,"WD ","Normal",250000,1124
1669,527404140,20,"RL",70,8294,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,858,858,"GasA","TA","Y","SBrkr",872,0,0,872,0,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1974,"Unf",4,480,"TA","TA","Y",0,0,0,0,0,0,\N,"GdWo",\N,0,6,2007,"WD ","Normal",123000,1668
1643,527256040,20,"RL",81,13870,"Pave",\N,"IR1","HLS","AllPub","Inside","Gtl","StoneBr","PosA","PosA","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",250,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1152,"Unf",0,590,1742,"GasA","Ex","Y","SBrkr",2042,0,0,2042,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,724,"TA","TA","Y",240,52,0,0,174,0,\N,\N,\N,0,10,2007,"New","Partial",455000,1642
1153,532376170,190,"RL",65,8450,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","2fmCon","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard",\N,0,"TA","TA","CBlock","TA","Fa","Mn","ALQ",890,"Unf",0,0,890,"GasA","Gd","N","SBrkr",890,0,0,890,1,0,1,0,3,1,"TA",5,"Typ",0,\N,"Detchd",1970,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,\N,\N,\N,0,4,2008,"WD ","Normal",115000,1152
23,527368020,60,"FV",\N,7500,"Pave",\N,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",533,"Unf",0,281,814,"GasA","Ex","Y","SBrkr",814,860,0,1674,1,0,2,1,3,1,"Gd",7,"Typ",0,\N,"Attchd",2000,"RFn",2,663,"TA","TA","Y",0,96,0,0,0,0,\N,\N,\N,0,1,2010,"WD ","Normal",216000,22
1097,528292060,60,"RL",41,12460,"Pave",\N,"IR1","Lvl","AllPub","FR2","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd",\N,0,"Gd","TA","PConc","Gd","TA","No","GLQ",870,"Unf",0,167,1037,"GasA","Ex","Y","SBrkr",1037,1285,0,2322,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","BuiltIn",1999,"Fin",2,400,"TA","TA","Y",144,44,0,0,0,0,\N,\N,\N,0,5,2008,"WD ","Normal",225000,1096
1141,531382110,60,"RL",50,8480,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ",602,"Unf",0,284,886,"GasA","Ex","Y","SBrkr",886,794,0,1680,0,1,2,1,3,1,"Gd",7,"Typ",0,\N,"Attchd",1993,"RFn",2,474,"TA","TA","Y",144,96,0,0,0,0,\N,\N,\N,0,10,2008,"WD ","Normal",163000,1140
1063,528142140,60,"RL",85,10574,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",126,"Gd","TA","PConc","Ex","TA","No","GLQ",856,"Unf",0,292,1148,"GasA","Ex","Y","SBrkr",1170,1162,0,2332,1,0,2,1,4,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,756,"TA","TA","Y",224,142,0,0,0,0,\N,\N,\N,0,7,2008,"WD ","Normal",316000,1062
1885,534276160,20,"RL",70,7535,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1985,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","TA","TA","No","BLQ",111,"LwQ",279,522,912,"GasA","Fa","Y","SBrkr",912,0,0,912,0,1,1,0,2,1,"TA",5,"Typ",0,\N,"Attchd",1958,"Fin",1,297,"TA","TA","Y",12,285,0,0,0,0,\N,"MnWw","Shed",480,6,2007,"WD ","Normal",120000,1884
2035,903454090,50,"RM",50,9000,"Pave",\N,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",\N,0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1979,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,\N,\N,\N,0,12,2007,"WD ","Normal",141000,2034
1216,534426040,20,"RL",72,10007,"Pave",\N,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,\N,"Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,0,0,0,0,\N,"MnPrv",\N,0,8,2008,"WD ","Normal",145500,1215
2007,903204030,50,"RM",55,8674,"Pave",\N,"Reg","HLS","AllPub","Inside","Gtl","BrkSide","RRNn","Artery","1Fam","1.5Fin",5,6,1950,1950,"Gable","CompShg","MetalSd","MetalSd",\N,0,"TA","TA","CBlock","Fa","TA","No","Rec",910,"Unf",0,0,910,"GasA","TA","Y","SBrkr",910,525,0,1435,1,0,1,0,3,1,"TA",6,"Typ",0,\N,"Detchd",1950,"Unf",1,308,"TA","TA","Y",0,33,0,0,0,0,\N,\N,\N,0,3,2007,"WD ","Normal",128250,2006
